µ¥ÊÖ½£?	½º¸ô ½£										0	20016		0		0	1	2	0	1	1	1	1	100	300	300			0	0	8	12	0	0																																																						0	0	1			0	140000	170000	50	0	0			0
µ¥ÊÖ½£?	¼ô ½£										1	20055		0		0	1	2	0	1	1	1	1	100	300	300			0	0	0	0	0	0																																																						0	1	0			0	140000	170001	50	0	0			0
µ¥ÊÖ½£?	ÆÐ¸µ Ð¡µ¶										2	20016		0		0	1	2	0	1	1	1	1	0	300	300			0	0	11	15	0	0																																																						0	0	1			0	140000	170002	45	0	0			0
µ¥ÊÖ½£?	À«½£										3	20015	280	0		0	1	2	0	1	1	1	1	100	250	300			0	0	18	36	0	0																																																						0	0	1			1	140000	170003	50	0	0			0
µ¥ÊÖ½£?	Ê¦º§										4	20045		0		0	1	2	0	1	1	1	1	0	1500	1500			0	0	18	18	0	0																																																						0	0	1			0	140000	170004	0	0	0			0
µ¥ÊÖ½£?	Ê¦ÀÌÇÁ										5	20055		0		0	1	2	0	1	1	1	1	0	1500	1500			0	0	20	20	0	0																																																						0	0	1			0	140000	170005	0	0	0			0
µ¥ÊÖ½£?	±ÔµÎ´ëµµ										6	20091		0		0	1	2	0	1	1	1	1	0	1500	1500			0	0	20	24	0	0																																																						0	0	1			0	140000	170006	0	0	0			0
µ¥ÊÖ½£?	µ³¬´ó¹½º ½£										7	20004	1000	0		0	1	2	0	1	1	1	1	0	250	250			0	0	12	12	0	0																																																						0	0	1			0	140000	170007	0	0	1			0
µ¥ÊÖ½£?	³¤½£										8	20043	220	0		0	1	2	0	1	1	1	1	100	250	300			0	0	12	24	0	0																																																						0	0	1			1	140000	170008	50	0	0			0
Ë«ÊÖ½£?	Åõ ÇÚµå Ææ½Ì ½£										9	20001		0		1	1	2	0	1	1	1	1	0	1500	1500			0	0	28	28	0	0																																																						0	0	1			0	140000	170009	0	0	0			0
µ¥ÊÖ½£?	Å©¸®½º										10	20056		0		0	1	2	0	1	1	1	2	100	300	300			0	0	18	22	0	0																																																						0	0	1			0	140000	170010	45	0	0			0
µ¥ÊÖ½£?	¸ÞÀÌÁö ¸Å¼Å										11	20017		0		0	1	2	0	1	1	1	2	100	300	300			0	0	22	26	0	0																																																						0	0	1			0	140000	170011	50	0	0			0
µ¥ÊÖ½£?	³ë¸Ö ½£										12	20015		0		0	1	2	0	1	1	1	2	0	1500	1500			0	0	34	34	0	0																																																						0	0	1			0	140000	170012	0	0	0			0
µ¥ÊÖ½£?	Ä«Å¸³ª										13	20091		0		0	1	2	0	1	1	1	2	0	1500	1500			0	0	36	36	0	0																																																						0	0	1			0	140000	170013	0	0	0			0
µ¥ÊÖ½£?	Å³¸®Áö										14	20063	2000	0		0	1	2	0	1	1	1	2	100	250	250			0	0	26	26	0	0																																																						0	0	1			0	140000	170014	0	0	1			0
µ¥ÊÖ½£?	¿øµÎ´ëµµ										15	20091		0		0	1	2	0	1	1	1	2	0	1500	1500			0	0	40	40	0	0																																																						0	0	1			0	140000	170015	0	0	0			0
µ¥ÊÖ½£?	Í»´Ì½£										16	20004	350	0		0	1	2	0	1	1	1	2	100	250	300			0	0	26	48	0	0																																																						0	0	1			1	140000	170016	30	0	0			0
µ¥ÊÖ½£?	Å¸ÄÚ¹Ù										17	20064		0		0	1	2	0	1	1	1	2	0	1500	1500			0	0	44	44	0	0																																																						0	0	1			0	140000	170017	0	0	0			0
µ¥ÊÖ½£?	»ðÉß½£										18	20041	500	0		0	1	2	0	1	1	1	2	100	250	300			0	0	33	60	0	0																																																						0	0	1			1	140000	170018	30	0	0			0
µ¥ÊÖ½£?	Ä«Å×³ª										19	20043		0		0	1	2	0	1	1	1	2	0	1500	1500			0	0	48	48	0	0																																																						0	0	1			0	140000	170019	0	0	0			0
µ¥ÊÖ½£?	´¥½ÇÐ¡µ¶										20	20056	4000	0		0	1	2	0	1	1	1	3	100	300	300			0	0	43	43	0	0																																																						0	0	1			0	140000	170020	0	0	1			0
µ¥ÊÖ½£?	ÄíÄí¸®										21	20055		0		0	1	2	0	1	1	1	3	100	300	300			0	0	32	36	0	0																																																						0	0	1			0	140000	170021	50	0	0			0
µ¥ÊÖ½£?	Ãæ°ü½£										22	20054	600	0		0	1	2	0	1	1	1	3	100	250	300			0	0	43	72	0	0																																																						0	0	1			1	140000	170022	20	0	0			0
µ¥ÊÖ½£?	Ä¿Æ²·¯½º										23	20018		0		0	1	2	0	1	1	1	3	0	1500	1500			0	0	56	56	0	0																																																						0	0	1			0	140000	170023	0	0	0			0
µ¥ÊÖ½£?	ÄÝ¶ó										24	20063		0		0	1	2	0	1	1	1	3	0	1500	1500			0	0	58	58	0	0																																																						0	0	1			0	140000	170024	0	0	0			0
µ¥ÊÖ½£?	µÎÃß´ëµµ										25	20091		0		0	1	2	0	1	1	1	3	0	1500	1500			0	0	60	60	0	0																																																						0	0	1			0	140000	170025	0	0	0			0
µ¥ÊÖ½£?	ºôº¸										26	20001		0		0	1	2	0	1	1	1	3	0	1500	1500			0	0	62	62	0	0																																																						0	0	1			0	140000	170026	0	0	0			0
µ¥ÊÖ½£?	³ªÀÌÆ® ½£										27	20049		0		0	1	2	0	1	1	1	3	0	1500	1500			0	0	64	64	0	0																																																						0	0	1			0	140000	170027	0	0	0			0
Ë«ÊÖ½£?	Ë«ÊÖ½£										28	20094	700	0		1	1	2	0	1	1	1	3	100	250	300			0	0	50	84	0	0																																																						0	0	1			1	140000	170028	20	0	0			0
µ¥ÊÖ½£?	¸ÉÇÃ										29	20012		0		0	1	2	0	1	1	1	3	0	1500	1500			0	0	68	68	0	0																																																						0	0	1			0	140000	170029	0	0	0			0
µ¥ÊÖ½£?	Ê¦ÀÌÆ÷½º										30	20017	1000	0		0	1	2	0	1	1	1	4	100	300	300			0	0	38	42	0	0																																																						0	0	1			0	140000	170030	30	0	0			0
µ¥ÊÖ½£?	ÆÈÄ«Å¸										31	20024	10000	0		0	1	2	0	1	1	1	4	100	300	300			0	0	62	62	0	0																																																						0	0	1			0	140000	170031	0	0	1			0
