Warp	 	1	1	1	1	1	1	1	22	10	22	10	22	10	22	10	0	0	0	17954	0	1	0	0|11012|7|23|15|0|0|0|0|0|0|0|0|201|
Warp	 	1	1	1	1	1	0	11012	7	23	7	23	7	23	7	23	0	0	0	0	0	1	0	1|1|22|10|15|0|0|0|0|0|0|0|0|215|
StandEnemy	液态史来姆	1	1	1	1	1	1	1	29	16	29	16	29	16	29	16	1	1000	6	101501	0	1	0	3|||0|6001||||1|9004|
Warp	 	1	1	1	1	1	1	1	21	8	21	8	21	8	21	8	0	0	0	17955	0	1	0	1|2|11|15|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	1	1	1	1	1	2	11	15	11	15	11	15	11	15	0	0	0	17954	0	1	0	1|1|21|8|15|0|0|0|0|0|0|0|0|0|
StandEnemy	液态史来姆	1	1	1	1	1	1	2	11	25	11	25	11	25	11	25	1	1000	0	101501	0	1	0	3|||0|6001||||1|9003|
StandEnemy	液态史来姆	1	1	1	1	1	1	2	10	15	10	15	10	15	10	15	1	1000	6	101501	0	1	0	3|||0|6001||||1|9004|
Warp	 	1	1	1	1	1	1	2	13	28	13	28	13	28	13	28	0	0	0	103012	0	1	0	0|11012|7|23|15|0|0|0|0|0|0|0|0|201|
Warp	 	1	1	1	1	1	0	11012	7	23	7	23	7	23	7	23	0	0	0	0	0	1	0	1|2|13|28|15|0|0|0|0|0|0|0|0|215|
Warp	 	1	2	2	1	1	1	3	35	67	35	67	35	67	35	67	0	0	0	103012	0	1	0	0|11017|16|10|15|0|0|0|0|0|0|0|0|210|
Warp	 	1	2	2	1	1	0	11017	16	10	16	10	16	10	16	10	0	0	0	103012	0	1	0	1|3|35|67|15|0|0|0|0|0|0|0|0|214|
Warp	 	1	2	2	1	1	1	3	13	54	13	54	13	54	13	54	0	0	0	13996	0	1	0	1|4|30|37|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	4	30	37	30	37	30	37	30	37	0	0	0	13997	0	1	0	1|3|13|54|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	4	47	10	47	10	47	10	47	10	0	0	0	13996	0	1	0	1|5|38|13|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	5	38	13	38	13	38	13	38	13	0	0	0	13997	0	1	0	1|4|47|10|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	5	9	5	9	5	9	5	9	5	0	0	0	13996	0	1	0	1|6|48|6|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	6	48	6	48	6	48	6	48	6	0	0	0	13997	0	1	0	1|5|9|5|15|0|0|0|0|0|0|0|0|0|
Event	冒险者芝娜	1	2	2	1	1	1	6	69	34	69	34	69	34	69	34	1	1000	6	14011	0	1	0	EV_ijk_mino004.txt
Warp	 	1	2	2	1	1	1	6	69	36	69	36	69	36	69	36	0	0	0	13996	0	1	0	1|7|10|34|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	7	10	34	10	34	10	34	10	34	0	0	0	13997	0	1	0	1|6|69|36|15|0|0|0|0|0|0|0|0|0|
Event	冒险者萨达米兹	1	2	2	1	1	1	7	33	34	33	34	33	34	33	34	1	1000	2	14103	0	1	0	EV_ijk_mino005.txt
Warp	 	1	2	2	1	1	1	7	34	10	34	10	34	10	34	10	0	0	0	13996	0	1	0	1|8|62|47|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	8	62	47	62	47	62	47	62	47	0	0	0	13997	0	1	0	1|7|34|10|15|0|0|0|0|0|0|0|0|0|
Event	冒险者康正	1	2	2	1	1	1	8	58	47	58	47	58	47	58	47	1	1000	4	14116	0	1	0	EV_ijk_mino002.txt
Warp	 	1	2	2	1	1	1	8	18	12	18	12	18	12	18	12	0	0	0	13996	0	1	0	1|9|19|38|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	9	19	38	19	38	19	38	19	38	0	0	0	13997	0	1	0	1|8|18|12|15|0|0|0|0|0|0|0|0|0|
StandEnemy	小鬼	1	2	2	1	1	1	9	20	35	20	35	20	35	20	35	1	60000	6	101800	0	1	0	3|||0|6004||||1|9009|5|1|||||||
Warp	 	1	2	2	1	1	1	9	14	13	14	13	14	13	14	13	0	0	0	13996	0	1	0	1|10|37|40|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	10	37	40	37	40	37	40	37	40	0	0	0	13997	0	1	0	1|9|14|13|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	10	75	44	75	44	75	44	75	44	0	0	0	13996	0	1	0	1|11|20|9|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	11	20	9	20	9	20	9	20	9	0	0	0	13997	0	1	0	1|10|75|44|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	11	17	14	17	14	17	14	17	14	0	0	0	13996	0	1	0	1|12|23|9|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	12	23	9	23	9	23	9	23	9	0	0	0	13997	0	1	0	1|11|17|14|15|0|0|0|0|0|0|0|0|0|
StandEnemy	小鬼	1	2	2	1	1	1	12	29	31	29	31	29	31	29	31	1	60000	5	101800	0	1	0	3|||0|6004||||1|9010|5|1|||||||
Warp	 	1	2	2	1	1	1	12	29	28	29	28	29	28	29	28	0	0	0	13996	0	1	0	1|13|14|29|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	13	14	29	14	29	14	29	14	29	0	0	0	13997	0	1	0	1|12|29|28|15|0|0|0|0|0|0|0|0|0|
StandEnemy	小鬼	1	2	2	1	1	1	13	71	11	71	11	71	11	71	11	1	60000	1	101800	0	1	0	3|||0|6003||||1|9009|5|1|||||||
Warp	 	1	2	2	1	1	1	13	59	35	59	35	59	35	59	35	0	0	0	13996	0	1	0	1|14|48|32|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	14	48	32	48	32	48	32	48	32	0	0	0	13997	0	1	0	1|13|59|35|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	14	48	39	48	39	48	39	48	39	0	0	0	13996	0	1	0	1|15|82|22|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	15	82	22	82	22	82	22	82	22	0	0	0	13997	0	1	0	1|14|48|39|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	15	20	11	20	11	20	11	20	11	0	0	0	13996	0	1	0	1|16|25|23|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	16	25	23	25	23	25	23	25	23	0	0	0	13997	0	1	0	1|15|20|11|15|0|0|0|0|0|0|0|0|0|
StandEnemy	小鬼	1	2	2	1	1	1	16	9	8	9	8	9	8	9	8	1	60000	0	101800	0	1	0	3|||0|6003||||1|9009|5|1|||||||
Warp	 	1	2	2	1	1	1	16	41	24	41	24	41	24	41	24	0	0	0	13996	0	1	0	1|17|42|48|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	17	42	48	42	48	42	48	42	48	0	0	0	13997	0	1	0	1|16|41|24|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	17	18	60	18	60	18	60	18	60	0	0	0	13996	0	1	0	1|18|86|48|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	2	2	1	1	1	18	86	48	86	48	86	48	86	48	0	0	0	13997	0	1	0	1|17|18|60|15|0|0|0|0|0|0|0|0|0|
Event	冒险者金德其	1	2	2	1	1	1	18	51	69	51	69	51	69	51	69	1	1000	1	14102	0	1	0	EV_ijk_mino003.txt
Warp	 	1	2	2	1	1	1	18	88	28	88	28	88	28	88	28	0	0	0	13996	0	1	0	0|11019|26|38|15|0|0|0|0|0|0|0|0|210|
Warp	 	1	2	2	1	1	0	11019	26	38	26	38	26	38	26	38	0	0	0	13997	0	1	0	1|18|88|28|15|0|0|0|0|0|0|0|0|214|
Warp	 	1	3	3	1	1	1	19	13	9	13	9	13	9	13	9	0	0	0	103012	0	1	0	0|1538|15|18|15|0|0|0|0|0|0|0|0|200|
Warp	 	1	3	3	1	1	0	1538	15	18	15	18	15	18	15	18	0	0	0	103012	0	1	0	1|19|13|9|15|0|0|0|0|0|0|0|0|214|
Warp	 	1	3	3	1	1	1	19	18	24	18	24	18	24	18	24	0	0	0	12002	0	1	0	1|20|52|22|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	20	52	22	52	22	52	22	52	22	0	0	0	12000	0	1	0	1|19|18|24|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	20	32	35	32	35	32	35	32	35	0	0	0	12002	0	1	0	1|21|33|28|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	21	33	28	33	28	33	28	33	28	0	0	0	12000	0	1	0	1|20|32|35|15|0|0|0|0|0|0|0|0|0|
TownPeople	调查员445	1	3	3	1	1	1	21	36	28	36	28	36	28	36	28	1	60000	1	14061	0	1	0	2093|2094|2095
Warp	 	1	3	3	1	1	1	21	13	37	13	37	13	37	13	37	0	0	0	12002	0	1	0	1|22|41|20|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	22	41	20	41	20	41	20	41	20	0	0	0	12000	0	1	0	1|21|13|37|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	22	13	11	13	11	13	11	13	11	0	0	0	12002	0	1	0	1|23|13|12|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	23	13	12	13	12	13	12	13	12	0	0	0	12000	0	1	0	1|22|13|11|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	23	9	28	9	28	9	28	9	28	0	0	0	12002	0	1	0	1|24|13|17|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	24	13	17	13	17	13	17	13	17	0	0	0	12000	0	1	0	1|23|9|28|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	24	30	19	30	19	30	19	30	19	0	0	0	12002	0	1	0	1|25|26|17|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	25	26	17	26	17	26	17	26	17	0	0	0	12000	0	1	0	1|24|30|19|15|0|0|0|0|0|0|0|0|0|
Event	士兵依里诺	1	3	3	1	1	1	25	10	28	10	28	10	28	10	28	1	60000	7	14059	0	1	0	EVE_6004.txt
Event	士兵毕安札	1	3	3	1	1	1	25	34	25	34	25	34	25	34	25	1	60000	0	14060	0	1	0	EVE_6006.txt
Warp	 	1	3	3	1	1	1	25	30	9	30	9	30	9	30	9	0	0	0	12002	0	1	0	1|26|16|15|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	26	16	15	16	15	16	15	16	15	0	0	0	12000	0	1	0	1|25|30|9|15|0|0|0|0|0|0|0|0|0|
Event	士兵拉柏	1	3	3	1	1	1	26	35	26	35	26	35	26	35	26	1	60000	1	14059	0	1	0	EVE_6005.txt
TownPeople	调查员612	1	3	3	1	1	1	26	19	16	19	16	19	16	19	16	1	60000	5	14062	0	1	0	2090|2091|2092
Warp	 	1	3	3	1	1	1	26	35	22	35	22	35	22	35	22	0	0	0	12002	0	1	0	1|27|41|46|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	27	41	46	41	46	41	46	41	46	0	0	0	12000	0	1	0	1|26|35|22|15|0|0|0|0|0|0|0|0|0|
Pilot	炼荤盔421	1	3	3	1	1	1	27	41	11	41	11	41	11	41	11	1	60000	4	14059	0	1	0	8024|8025|8026|15202|17600
BossBox	宝箱	1	3	3	1	1	1	28	5	5	5	5	5	5	5	5	1	60000	0	27899	0	1	0	2|0,1538,15,18|200|
Warp	 	1	3	3	1	1	1	29	10	19	10	19	10	19	10	19	0	0	0	12000	0	1	0	1|27|13|38|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	27	13	38	13	38	13	38	13	38	0	0	0	12002	0	1	0	1|29|10|19|15|0|0|0|0|0|0|0|0|0|
StandEnemy	阴影	1	3	3	1	1	1	29	9	5	9	5	9	5	9	5	1	60000	4	101533	0	1	0	3|||0||6020|||0|9012|||||||||1,28,2,5|1|0|0,0|0|
Warp	 	1	3	3	1	1	1	29	12	7	12	7	12	7	12	7	0	0	0	103011	0	1	0	1|29|10|15|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	3	3	1	1	1	29	10	15	10	15	10	15	10	15	0	0	0	103011	0	1	0	1|29|12|7|15|17600|1|1|0|0|0|0|0|0|
Warp	 	1	5	5	1	1	1	34	15	54	15	54	15	54	15	54	0	0	0	13271	0	1	0	1|35|15|17|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	5	5	1	1	1	35	15	17	15	17	15	17	15	17	0	0	0	13270	0	1	0	1|34|15|54|15|0|0|0|0|0|0|0|0|0|
StandEnemy	改造的腐尸	1	5	5	1	1	1	35	43	65	43	65	43	65	43	65	1	60000	1	101103	0	1	0	3|||0|6000||||1|9028|
StandEnemy	改造的腐尸	1	5	5	1	1	1	35	27	67	27	67	27	67	27	67	1	60000	4	101103	0	1	0	3|||0|6000||||1|9029|
StandEnemy	改造的腐尸	1	5	5	1	1	1	35	49	71	49	71	49	71	49	71	1	60000	1	101103	0	1	0	3|||0|6000||||1|9031|
Warp	 	1	5	5	1	1	1	35	25	54	25	54	25	54	25	54	0	0	0	13271	0	1	0	1|30|59|21|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	5	5	1	1	1	30	59	21	59	21	59	21	59	21	0	0	0	13270	0	1	0	1|35|25|54|15|0|0|0|0|0|0|0|0|0|
StandEnemy	改造的腐尸	1	5	5	1	1	1	30	22	40	22	40	22	40	22	40	1	60000	0	101103	0	1	0	3|||0|6000||||1|9031|
StandEnemy	改造的腐尸	1	5	5	1	1	1	30	23	7	23	7	23	7	23	7	1	60000	3	101103	0	1	0	3|||0|6000||||1|9031|
Warp	 	1	5	5	1	1	1	30	24	34	24	34	24	34	24	34	0	0	0	13271	0	1	0	1|31|9|14|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	5	5	1	1	1	31	9	14	9	14	9	14	9	14	0	0	0	13270	0	1	0	1|30|24|34|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	5	5	1	1	1	31	52	15	52	15	52	15	52	15	0	0	0	13271	0	1	0	1|32|32|54|15|0|0|0|0|0|0|0|0|0|
Warp	 	1	5	5	1	1	1	32	32	54	32	54	32	54	32	54	0	0	0	13270	0	1	0	1|31|52|15|15|0|0|0|0|0|0|0|0|0|
StandEnemy	改造的腐尸	1	5	5	1	1	1	32	28	30	28	30	28	30	28	30	1	60000	4	101103	0	1	0	3|||0|6000||||1|9031|
StandEnemy	改造的腐尸	1	5	5	1	1	1	32	43	19	43	19	43	19	43	19	1	60000	4	101103	0	1	0	3|||0|6000||||1|9031|
